,nearest_demand_id,distance_km
S992,3179,15.493508533101311
S993,3179,15.49371761111581
S994,3179,15.49331021063489
S995,3179,15.494051893610399
S996,3179,15.493215276877587
S997,3179,15.493826242337327
S998,3179,15.493408094995994
S999,3179,15.493123228513875
S1000,3179,15.492878141293133
S1001,3179,15.493034173145515
S1002,3179,15.492947914503208
S1003,3179,15.497099082243274
S1004,3179,15.501187811828862
S1005,3179,15.243754579099313
S1006,3179,15.382270050774826
S1007,3179,15.37489839349291
S1008,3179,15.312866999475755
S1009,3179,19.344086250795712
S1010,3179,19.212294362455786
S1011,3179,14.96336729748077
S1012,3179,17.427110138889862
S1013,3179,16.379092827295175
S1014,3258,23.985760002169698
S1015,3879,2.3894412133743943
S1016,3879,1.6767427727296234
S1017,3877,1.9193837438839796
S1018,3879,1.7106675250859986
S1019,3879,0.5832449308993378
S1020,3879,0.5974070838298184
S1021,3879,2.292418300102515
S1022,3879,1.0016829642200331
S1023,3877,1.4677737040008016
S1024,3877,1.3844398404621354
S1025,3877,0.27864875211667844
S1026,3877,1.2864644587948562
S1027,3879,1.515014488277811
S1028,3879,2.060241611833112
S1029,3881,1.8366731179855533
S1030,3879,0.4493475592665525
S1031,3879,1.0404017308042581
S1032,3879,1.2878923315180821
S1033,3879,1.5780471058666767
S1034,3879,1.3174701978334127
S1035,3879,0.9857856932392899
S1036,3879,0.8609250172507372
S1037,3879,1.957913258858378
S1038,3879,4.137152224071581
S1039,3879,3.2547915310531605
S1040,3879,1.0041618943317192
S1041,3877,0.2665899366992131
S1042,3877,2.202442986533582
S1043,3877,1.2385299529578109
S1044,3878,1.6710598623594766
S1045,3879,1.1296154986732518
S1046,3879,0.8213246964212699
S1047,3879,4.663281201081394
S1048,3879,0.5558381110822619
S1049,3878,0.6281419712754891
S1050,3878,0.4735698206685878
S1051,3878,0.44669280450977294
S1052,3878,0.477464688749273
S1053,3878,0.7336863672060628
S1054,3878,0.5470970652775615
S1055,3878,0.3433929060004947
S1056,3879,1.335361953712098
S1057,3879,1.2101662937203912
S1058,3878,1.4448508479840874
S1059,3878,1.0792918639274272
S1060,3879,1.2856450070228687
S1061,3879,0.8349992573749442
S1062,3879,1.468735520621332
S1063,3878,1.4640357550031584
S1064,3879,2.0309504854501568
S1065,3879,0.2948544381173652
S1066,3879,1.0406840058541864
S1067,3879,0.32966295135097856
S1068,3878,1.7784553423076737
S1069,3877,0.33400030684033466
S1070,3878,1.5365604258181027
S1071,3878,1.4773121140456578
S1072,3877,0.3564696791605813
S1073,3878,0.38342318993547797
S1074,3878,1.852508369435283
S1075,3878,1.7951776243412214
S1076,3879,2.0189883563106648
S1077,3879,1.7431264768294321
S1078,3879,1.3239544445404683
S1079,3879,0.4342041254722352
S1080,3879,0.14449468649764047
S1081,3879,0.26067797421112915
S1082,3879,0.8698257359832466
S1083,3879,0.3622656261229927
S1084,3878,0.5999650822078932
S1085,3879,1.0626592994996962
S1086,3879,0.45888691679995564
S1087,3877,0.3515651054753058
S1088,3877,0.4846902569918665
S1089,3877,0.355621671936261
S1090,3878,0.1890247396183173
S1091,3881,2.467912150509586
S1092,3879,2.2518261740836096
S1093,3879,0.5718191770363709
S1094,3879,0.5775591384720034
S1095,3881,2.3564222547953015
S1096,3878,0.18827815423026026
S1097,3879,0.4301284052679659
S1098,3878,0.4966913982476649
S1099,3881,2.340464653420631
S1100,3877,0.32276717403985195
S1101,3879,0.7543477910578089
S1102,3879,1.2614891074531434
S1103,3879,2.0422897514826155
S1104,3878,0.6565622201200163
S1105,3879,2.2631809209899654
S1106,3879,2.473317828484261
S1107,3884,3.2413369969928496
S1108,3879,2.5347738085138434
S1109,3884,4.253020632890967
S1110,3884,3.537263121819475
S1111,3879,3.4808078913631952
S1112,3884,3.9252421714261296
S1113,3878,5.129066586377761
S1114,3878,2.8037725233398323
S1115,3879,2.8071442342918864
S1116,3879,2.182391835953806
S1117,3884,2.6218182206586294
S1118,3878,3.795963829558331
S1119,3884,4.012107835725212
S1120,3879,2.801263862003927
S1121,3884,3.7233858495729906
S1122,3879,1.8660623022982101
S1123,3879,3.7223078210877207
S1124,3884,2.8326006319777863
S1125,3879,3.6499999168286443
S1126,3884,3.3879931701693633
S1127,3884,3.254629461210935
S1128,3881,2.1825643987752974
S1129,3880,1.0228735531543955
S1130,3880,1.0621223938008522
S1131,3880,1.1453260565787116
S1132,3880,1.3430396210749227
S1133,3878,2.586225449329347
S1134,3880,2.542127347486905
S1135,3880,2.6415762193571277
S1136,3880,1.5105885427688315
S1137,3880,1.7250939883530683
S1138,3880,2.3534555905711856
S1139,3878,3.109568957314101
S1140,3878,2.3226461139612753
S1141,3880,2.8028625656669997
S1142,3878,2.174134242663196
S1143,3881,2.0197497042149988
S1144,3878,2.529606909432523
S1145,3878,3.1272722655299834
S1146,3878,2.3777905959022188
S1147,3878,2.911669977826797
S1148,3880,3.0897822001833366
S1149,3878,2.7099326291136987
S1150,3878,2.9833632733535915
S1151,3878,2.6084271757071873
S1152,3878,2.8450786781383224
S1153,3880,1.38145811537992
S1154,3881,2.0202009708834407
S1155,3881,2.4338479099170995
S1156,3878,3.115803547859762
S1157,3880,1.0734737037019786
S1158,3880,1.0734518385285508
S1159,3880,0.8148911405954122
S1160,3880,2.972675761506065
S1161,3882,3.4679275656236204
S1162,3880,4.044640415290725
S1163,3882,2.7687065509714683
S1164,3882,2.7025350740884835
S1165,3880,2.9751125777320206
S1166,3880,1.7827665495721825
S1167,3880,2.5259513639512985
S1168,3881,1.2873405406579237
S1169,3882,1.7642578032473097
S1170,3881,1.2827516937442378
S1171,3882,1.5461085825643959
S1172,3882,1.5461085825643959
S1173,3881,1.4965798295927975
S1174,3882,1.5946794181600914
S1175,3881,0.3296748766084411
S1176,3881,1.0425689998518288
S1177,3881,1.2895639320128658
S1178,3882,1.5899740646429599
S1179,3881,1.2863681212140348
S1180,3882,1.8395669655817262
S1181,3881,0.6186048090334755
S1182,3881,0.5488429022885853
S1183,3881,2.5299030980380066
S1184,3880,2.427679321552385
S1185,3882,2.6499758322737974
S1186,3881,0.5502139517009428
S1187,3881,0.5680095760636041
S1188,3881,0.5074056980734949
S1189,3881,1.000628046003441
S1190,3882,2.12487815855137
S1191,3880,2.246864601512002
S1192,3881,1.2503946205536438
S1193,3881,1.5986092931150857
S1194,3882,1.918905459199742
S1195,3881,1.0460831716615435
S1196,3881,0.8476704790851814
S1197,3882,2.2658311864379117
S1198,3881,0.993482322091469
S1199,3881,1.1203244581334204
S1200,3881,1.3350457433248475
S1201,3881,0.7712836923408783
S1202,3881,0.8242090936773188
S1203,3881,0.5100566838766332
S1204,3881,0.6432482217444024
S1205,3881,1.4897886277252066
S1206,3881,0.889339009562231
S1207,3881,0.7794179102184065
S1208,3881,0.7737252040389883
S1209,3882,1.9137958640417798
S1210,3881,1.0579700332699542
S1211,3882,1.2531340526915182
S1212,3882,2.469568777364975
S1213,3882,2.068922879460626
S1214,3882,1.4195099434350162
S1215,3882,1.0671425755082105
S1216,3882,0.814327442818283
S1217,3882,0.9808598434782865
S1218,3881,1.9749080868728912
S1219,3877,2.4977907660707865
S1220,3881,1.6895568833541839
S1221,3881,2.9084566160968808
S1222,3877,2.4027755378819027
S1223,3882,2.5630089118639665
S1224,3881,2.432103818700413
S1225,3881,4.775462870923292
S1226,3881,2.8238044278834495
S1227,3882,3.8584940279859934
S1228,3881,2.1961064995189155
S1229,3881,2.615112495625504
S1230,3882,2.649857481192216
S1231,3881,4.06205578282838
S1232,3877,2.1740750724858464
S1233,3881,1.1193254866237905
S1234,3877,2.6082380337180893
S1235,3881,4.414419172048297
S1236,3881,2.8700140218082457
S1237,3882,3.635880603300879
S1238,3881,3.831890106235321
S1239,3877,2.154230947823815
S1240,3881,4.434014412205329
S1241,3881,3.2514601597966806
S1242,3881,2.704695493515057
S1243,3877,4.687721558283667
S1244,3881,3.3949722556350816
S1245,3881,5.858281248805815
S1246,3881,4.834905512951686
S1247,3881,4.983378348094305
S1248,3881,5.858281248805815
S1249,3881,4.805227962113164
S1250,3881,3.288986723177436
S1251,3881,3.288986723177436
S1252,3881,5.162268813162612
S1253,3881,4.7807073295590365
S1254,3881,3.58871165768316
S1255,3881,4.408025023495359
S1256,3881,4.994752632321621
S1257,3881,4.220255407930567
S1258,3881,3.688714205580994
S1259,3881,5.4117150702116295
S1260,3881,3.870470733160815
S1261,3881,3.6858327254128502
S1262,3881,6.717542875643333
S1263,3881,4.202578306818138
S1264,3881,3.9434949377712263
S1265,3881,4.081700146290624
S1266,3881,3.963468426110347
S1267,3881,3.5616929898044924
S1268,3881,3.739849527522427
S1269,3881,4.180593263558165
S1270,3881,4.630956774207844
S1271,3881,3.6858327254128502
S1272,3882,10.45369471797779
S1273,3881,7.81032931909585
S1274,3882,9.126398117118839
S1275,3881,7.114105351544926
S1276,3882,7.870123780815852
S1277,3881,7.1837738832099
S1278,2834,9.853253395301818
S1279,3881,9.768667088422207
S1280,3882,9.694345386791339
S1281,3881,9.664462867992922
S1282,2834,9.364717127402434
S1283,2834,9.584748265811546
S1284,3882,8.228295700866441
S1285,3882,7.066264797870123
S1286,3882,8.944375336597867
S1287,3882,3.5158503016163847
S1288,3882,3.9022567692661783
S1289,3882,6.127310512072582
S1290,3882,5.774171984316794
S1291,3882,3.3353101818286395
S1292,3882,4.016071063744966
S1293,3882,7.117395501039445
S1294,3883,6.880027415616483
S1295,3883,3.9798819583852394
S1296,3883,4.534196579461546
S1297,3883,4.01373423699374
S1298,3883,4.019074922344884
S1299,3883,3.713411119867466
S1300,3883,4.036677511305757
S1301,3883,4.211668368887404
S1302,3883,8.09576083544288
S1303,3883,5.785281640100654
S1304,3883,6.168181645307229
S1305,3883,7.303842935819515
S1306,3883,7.218460313589973
S1307,3883,6.448159821153978
S1308,3879,7.496450275959222
S1309,3883,6.521300647593635
S1310,3879,7.570133692083828
S1311,3883,4.1537315115473765
S1312,3883,4.481229866140253
S1313,3883,4.093708813186246
S1314,3883,4.207265416536599
S1315,3879,4.473655330838687
S1316,3879,4.6370444720977915
S1317,3883,1.9703800263593105
S1318,3883,2.62612392118951
S1319,3883,2.60241764513925
S1320,3879,2.231783064786703
S1321,3883,2.2702227568699858
S1322,3879,1.6104986761157167
S1323,3883,2.1252847304044646
S1324,3879,2.3616827087296115
S1325,3879,1.6321048146453256
S1326,3879,4.984497462909699
S1327,3883,2.947555721200312
S1328,3883,1.2359194146859898
S1329,3879,2.774797177324331
S1330,3883,2.6872693148027347
S1331,3879,5.222423728004096
S1332,3883,2.7446135651092574
S1333,3883,2.705012862240401
S1334,3883,4.478063019374955
S1335,3879,1.514117038053312
S1336,3879,1.8172794237739907
S1337,3883,1.3106926244501187
S1338,3883,3.0791189923267246
S1339,3883,2.5938176153314703
S1340,3879,3.342538849995043
S1341,3879,3.608588068832443
S1342,3879,1.5007225852775097
S1343,3879,1.5389576038569457
S1344,3879,2.1493217707536174
S1345,3879,4.0971709039438995
S1346,3883,2.731806749868437
S1347,3883,3.7077113598830302
S1348,3883,4.856706249720473
S1349,3879,5.0293218361097844
S1350,3883,2.2025981511557244
S1351,3883,3.8493583613172833
S1352,3883,2.9260945082876377
S1353,3879,2.9213945896415447
S1354,3883,1.779470636613089
S1355,3879,4.819624840130269
S1356,3879,5.043687805040976
S1357,3883,3.3393519532291345
S1358,3879,2.239358806835899
S1359,3879,1.6696878491905114
S1360,3879,2.2217360393451924
S1361,3883,1.9541219394239548
S1362,3879,1.9139272130008111
S1363,3879,1.9334149485688565
S1364,3883,2.5925508814113334
S1365,3879,1.9218374374812566
S1366,3879,1.4064069645119952
S1367,3879,1.6810152174551805
S1368,3883,0.9606480235573412
S1369,3879,1.8296808191310807
S1370,3879,1.6956906898914461
S1371,3879,1.6984942077495893
S1372,3883,5.0652974126479995
S1373,3879,2.3885424406247613
S1374,3879,1.703564826844223
S1375,3883,2.710785967558872
S1376,3879,2.1573413688094565
S1377,3879,2.3151888077818046
S1378,3879,4.612302487723468
S1379,3879,2.754591216700053
S1380,3884,2.6047971017420264
S1381,3883,1.1721044337936628
S1382,3883,2.468113126706776
S1383,3883,2.5036483198922577
S1384,3879,2.8846339343415597
S1385,3883,1.327306783486806
S1386,3883,1.0025334648879252
S1387,3883,1.227993881558766
S1388,3883,3.5706435427212675
S1389,3883,2.6101436306826495
S1390,3879,2.9369645593746743
S1391,3883,3.361392552335331
S1392,3883,1.3262538648941202
S1393,3883,1.3015445217794008
S1394,3883,1.1593884665335248
S1395,3883,1.2875674872216412
S1396,3883,1.028841864675176
S1397,3883,1.7397465178957614
S1398,3883,2.448506091329935
S1399,3883,2.2104030478901993
S1400,3883,0.7430459332391697
S1401,3879,2.7378036468545583
S1402,3879,2.95979542711519
S1403,3883,1.0961151211004607
S1404,3883,2.8594718447707224
S1405,3883,2.446794277374125
S1406,3883,2.451085941569871
S1407,3883,2.665261902724892
S1408,3879,2.6218970167192093
S1409,3883,1.2979102913398919
S1410,3883,0.7601819127263489
S1411,3883,2.735265307630456
S1412,3883,2.721376903378647
S1413,3883,2.709937160068426
S1414,3883,2.5004324325058263
S1415,3883,2.5399591114242677
S1416,3883,2.4445138599148346
S1417,3883,1.176547621674034
S1418,3883,1.0192557426152917
S1419,3883,1.0888969917236795
S1420,3883,1.0124278367717878
S1421,3883,1.2166478898172737
S1422,3883,1.1295123556281912
S1423,3883,1.051452190710791
S1424,3883,1.3800967420595416
S1425,3883,1.2964983255761526
S1426,3883,1.0201632031593126
S1427,3884,5.214811358811101
S1428,3884,4.161095424291869
S1429,3884,4.917822353135672
S1430,3884,7.565794449638445
S1431,3884,8.149952591288988
S1432,3884,6.058933308342936
S1433,3884,5.542877858407957
S1434,3884,5.401641517399629
S1435,3884,5.859494166121566
S1436,3884,5.177748529823396
S1437,3884,4.843114801085252
S1438,3884,8.116422735256323
S1439,3884,7.528723848504452
S1440,3884,6.1738957006576545
S1441,3884,6.600045944019505
S1442,3884,3.852568985123899
S1443,3884,8.32529475994749
S1444,3884,6.791949790805026
S1445,3884,7.215160658422435
S1446,3884,7.266356311328391
S1447,3883,4.758345074050537
S1448,3884,6.568637078607242
S1449,3884,6.740026031898287
S1450,3884,7.915455859558829
S1451,3883,8.399187323035772
S1452,3883,5.09713806396323
S1453,3883,9.136272713887546
S1454,3883,5.581941006150755
S1455,3883,9.728730730170142
S1456,3883,10.146851025466841
S1457,3883,9.354319819123372
S1458,3883,9.569180103611012
S1459,3883,7.367666949895398
S1460,3883,10.333686841501194
S1461,3883,4.628911436074104
S1462,3883,10.10357828441714
S1463,3883,9.005915628648285
S1464,3884,7.039501688787394
S1465,3884,5.538310148244781
S1466,3884,5.659309272593404
S1467,3884,3.885865469854034
S1468,3884,4.7479055583643035
S1469,3884,6.189931225188198
S1470,3884,7.265568639157782
S1471,3884,9.662428116950943
S1472,3884,8.798803201860816
S1473,3884,5.479055246918636
S1474,3884,8.117590594628966
S1475,3884,8.625204095491792
S1476,3884,9.102826933573613
S1477,3884,10.02929220496068
S1478,3884,9.126959799668297
S1479,3884,9.787221736627744
S1480,3884,5.461502086225548
S1481,3884,4.57017992441968
S1482,3884,4.989913982560573
S1483,3884,6.276748752827387
S1484,3884,4.4002931413336865
S1485,3884,8.410788594888887
S1486,3884,5.654336970350015
S1487,3884,6.832146708877333
S1488,3884,5.572169831848388
S1489,3884,7.335351443490426
S1490,3884,5.295996342428306
S1491,3884,4.692675111581068
S1492,3884,6.271074176732758
S1493,3884,5.296905335444199
S1494,3884,6.3556870947806035
S1495,3884,8.732836990957079
S1496,3884,7.489352461176138
S1497,3884,4.217975488699859
S1498,3884,4.839245776684034
S1499,3884,4.890147571376299
S1500,3884,4.849750695623768
S1501,3884,5.64607605846142
S1502,3884,8.373876286522133
S1503,3884,7.862589572893429
S1504,3884,8.418548270172854
S1505,3884,8.82966783758927
S1506,3884,8.842775721089119
S1507,3884,6.05809211704325
S1508,3884,7.46641332439097
S1509,3884,7.821045522508451
S1510,3884,7.4832897638351135
S1511,3884,1.0466613817646624
S1512,3884,0.8200206248754588
S1513,3884,2.170092885036428
S1514,3884,3.915688490704131
S1515,3884,0.6074555658489659
S1516,3884,1.215644276982781
S1517,3884,3.2809924853313475
S1518,3884,1.8088991941754964
S1519,3884,3.1075785722934857
S1520,3884,2.9504218265908775
S1521,3884,3.105293650384309
S1522,3884,3.1031732804156804
S1523,3884,2.3427207930396166
S1524,3884,2.338971575141865
S1525,3884,1.7182580953755064
S1526,3884,2.0589559918954503
S1527,3884,1.662923645330102
S1528,3884,3.0808944450994797
S1529,3884,3.2739446470973133
S1530,3884,3.49910045762851
S1531,3884,2.706174352498295
S1532,3884,3.8296868569082765
S1533,3884,1.9056693580828445
S1534,3884,1.8826009378228044
S1535,3884,3.114316799493713
S1536,3884,2.049461837908848
S1537,3884,2.9518712321425484
S1538,3884,2.122433682653989
S1539,3884,1.8807735941593933
S1540,3884,2.697862708544536
S1541,3884,3.4443082680571373
S1542,3884,3.279978415491502
S1543,3884,3.2739446470973133
S1544,3884,3.716091922684185
S1545,3884,3.624106068678111
S1546,3884,2.745537359180701
S1547,3884,2.159162170887454
S1548,3884,0.4791272320746772
S1549,3884,3.0481006830846757
S1550,3884,2.6759185169514907
S1551,3884,3.716091922684185
S1552,3884,3.654618528524725
S1553,3884,2.6759185169514907
S1554,3884,1.9973647209626875
S1555,3885,5.063548788269404
S1556,3884,1.5670281023952386
S1557,3884,1.974237834892264
S1558,3884,2.1531419581074256
S1559,3884,3.156140680239518
S1560,3884,2.8498679880049385
S1561,3884,2.212982539720594
S1562,3884,3.9736282531046405
S1563,3884,4.766728539824008
S1564,3884,3.3537497198274817
S1565,3884,3.8567673425997793
S1566,3885,4.929819314181592
S1567,3884,4.1212010382392
S1568,3884,4.028678899853553
S1569,3885,4.841370483771503
S1570,3885,4.84342772017952
S1571,3884,3.724554494629649
S1572,3884,3.9733391503968147
S1573,3884,4.303825599290816
S1574,3884,2.79909522401101
S1575,3884,2.1522133388239655
S1576,3885,5.083821937509464
S1577,3884,3.972384770783728
S1578,3884,3.856426674023359
S1579,3884,3.6328349969595464
S1580,3884,3.6303096080105455
S1581,3884,1.630218761836435
S1582,3884,2.418849355588255
S1583,3884,3.848283751117368
S1584,3885,4.918529223485512
S1585,3885,4.98380554873204
S1586,3884,1.9794614140237576
S1587,3885,5.080186543790791
S1588,3884,4.043639815772447
S1589,3884,1.8070763919010056
S1590,3884,3.688346735588545
S1591,3884,2.0222642993511966
S1592,3885,5.24470166507629
S1593,3884,5.356305515715587
S1594,3884,5.86339071410432
S1595,3884,6.791030471627636
S1596,3884,5.916386037768989
S1597,3884,3.417604677487786
S1598,3884,5.481875854159622
S1599,3884,4.914474694137831
S1600,3884,3.7674713228344854
S1601,3884,4.337521612186912
S1602,3884,5.98613051335679
S1603,3884,4.015815984414426
S1604,3884,4.6699814718198525
S1605,3884,6.631209348372917
S1606,3884,5.3022077400230385
S1607,3884,5.238178299563644
S1608,3884,4.854567240740408
S1609,3884,6.981884656198348
S1610,3884,4.7376950123382136
S1611,3884,4.369864075416599
S1612,3884,4.954381622459726
S1613,3885,2.1446839135721296
S1614,3885,3.515965638877066
S1615,3885,5.285226238546431
S1616,3878,5.311326694214507
S1617,3885,4.572198366514094
S1618,3885,3.6542592654101704
S1619,3885,2.402732551899675
S1620,3885,3.637269404097333
S1621,3885,2.4037433873817298
S1622,3878,5.56285324486756
S1623,3885,4.07825329287226
S1624,3885,3.472628902200365
S1625,3885,4.363634095397978
S1626,3885,2.39067167828363
S1627,3885,4.573013392662031
S1628,3885,3.2976475590598993
S1629,3885,3.6528863587456635
S1630,3885,2.5777244188607282
S1631,3885,3.1554486659997427
S1632,3885,5.073883146778956
S1633,3885,4.316660417408859
S1634,3885,4.149707465770886
S1635,3885,3.347506163212277
S1636,3885,4.116703742870277
S1637,3880,5.203867309663067
S1638,3880,3.8011302997682805
S1639,3885,4.97940091555231
S1640,3880,4.62686722571472
S1641,3885,3.4364416760765053
S1642,3880,2.5412032988990148
S1643,3880,4.986794241945391
S1644,3885,3.6315215750024166
S1645,3885,5.114912364985124
S1646,3880,4.784734131318235
S1647,3885,4.032647992181548
S1648,3885,4.400730316344472
S1649,3885,4.472216261720585
S1650,3880,4.38005611842524
S1651,3880,2.7559595097878233
S1652,3885,3.5530974870175296
S1653,3885,4.78954001473783
S1654,3885,5.688344539546138
S1655,3885,5.603282888130711
S1656,3885,3.0949085934293468
S1657,3885,3.2502458842522253
S1658,3885,4.676180239542674
S1659,3885,4.680223207401996
S1660,3885,3.192507515697718
S1661,3880,2.755956612767543
S1662,3885,5.709182406601172
S1663,3885,3.172392317185681
S1664,3885,3.2634802621724925
S1665,3880,5.089721429352355
S1666,3880,5.251816938608781
S1667,3880,4.796795823746044
S1668,3880,7.306920691928061
S1669,3880,6.905830223190747
S1670,3880,8.659898124053218
S1671,3880,8.201141013514794
S1672,3880,6.5951088414913155
S1673,3880,4.3778040870713095
S1674,3880,8.941335603668096
S1675,3880,8.306898743257438
S1676,3880,8.326989116939854
S1677,3880,6.686560759459324
S1678,3880,6.953008379657255
S1679,3880,7.179499651781827
S1680,3880,8.628107147805625
S1681,3880,8.34575926509816
S1682,3880,5.028344175026448
S1683,3880,7.798082110139967
S1684,3880,7.798082110139967
S1685,3880,5.237296242710394
S1686,3882,6.787531416021912
S1687,3880,7.613307295184358
S1688,3882,7.5258790790121886
S1689,3880,6.154996401484917
S1690,3880,6.273574926741261
S1691,3880,5.799463564347919
S1692,3880,5.894254416012712
S1693,3880,7.614585486403904
S1694,3882,7.312064197213301
S1695,3882,8.017425677780396
S1696,3882,8.862783371347307
S1697,3882,6.813228972933677
S1698,3882,8.585051449220861
S1699,3880,5.673163593682618
S1700,3882,8.511689457990833
S1701,3882,8.355588242150644
S1702,3882,8.810374489457574
S1703,3880,7.274404073057931
S1704,3880,5.360067927142431
S1705,3880,6.115788637877951
S1706,3880,5.6735956351229
S1707,3880,5.7276525250605985
S1708,3880,6.234334138383012
S1709,3880,7.67758596058489
S1710,3478,15.64050196661325
S1711,3478,13.109209941289452
S1712,3478,15.305141495924321
S1713,3478,13.691403849869525
S1714,3478,18.971220923761386
S1715,3478,21.50756595991939
S1716,3478,19.40056667268507
S1717,3478,19.64505426124612
S1718,3478,18.4328963291931
S1719,3448,17.231689714988807
S1720,3448,16.71343775696089
S1721,3478,18.165428134864765
S1722,3478,20.578343753292433
S1723,3478,21.92106706046534
S1724,3478,20.746046267839212
S1725,3478,20.875753956030373
S1726,3478,18.316336174125414
S1727,3258,23.15116633702719
S1728,2679,19.072236112143408
S1729,2679,17.595552300589205
S1730,2679,18.53842881184757
S1731,2679,18.772181050364004
S1732,2679,17.43805125017525
S1733,2679,18.861554782661354
S1734,2679,18.00282860052089
S1735,2679,19.01434757146211
S1736,2679,19.865447061676353
S1737,2679,18.929607988095693
S1738,2679,17.933233187007527
S1739,2679,19.152456375749452
S1740,2679,18.538652843233695
S1741,2679,18.561541086939236
S1742,2679,17.544047283522904
S1743,2679,18.738308768710436
S1744,2679,18.654399571313917
S1745,2679,18.367264672403092
S1746,2679,20.245385715420305
S1747,2679,20.66153687190223
S1748,2679,21.410712257944
S1749,2679,18.576548124104285
S1750,2679,19.668302692664575
S1751,2679,22.325694577363695
S1752,3884,22.086586750643008
S1753,2679,22.37280221328398
S1754,2679,20.462039567958588
S1755,2679,20.599670523455387
S1756,2679,21.208604799867672
S1757,2679,18.934831163784192
S1758,2679,20.700652065955023
S1759,2679,22.931368658079826
S1760,3884,23.56367953046278
S1761,2679,22.58054801369407
S1762,2679,22.547074709521763
S1763,2679,21.258130402941823
S1764,3884,22.086978564803747
S1765,2679,23.209016991332636
S1766,2679,19.336643687230406
S1767,2679,20.408712467498056
S1768,2679,22.522844647979547
S1769,3884,24.77608932441848
S1770,2679,23.90995859431755
S1771,2679,24.247496587793552
S1772,2679,24.71815519408746
S1773,2679,24.71815519408746
S1774,2679,23.92477726634191
S1775,3884,21.386660619171867
S1776,3884,21.470519436785228
S1777,3884,21.22970414376273
S1778,3884,21.610046281431913
S1779,3884,19.521440345760467
S1780,3884,21.256251377251868
S1781,3884,21.440358225488183
S1782,3884,21.55743830683572
S1783,3884,20.687011977677795
S1784,3884,21.624714039220013
S1785,3884,21.700453158277522
S1786,3884,20.106741146934066
S1787,3884,21.54479457276325
S1788,3884,21.50844695510621
S1789,3884,21.460783976427077
S1790,3884,18.321989772436083
S1791,2679,18.864032362378182
S1792,3884,17.16864923617146
S1793,3884,17.50443037756899
S1794,3884,17.160395345156136
S1795,2679,18.628230401880142
S1796,3884,19.933524122459772
S1797,3884,20.49586191812943
S1798,3884,16.718122684826522
S1799,2679,18.014946033121095
S1800,3884,19.51459813454694
S1801,2679,18.417782742407528
S1802,3884,18.57086275205705
S1803,2679,19.697912577068973
S1804,2679,18.016434172274035
S1805,3884,16.732438437520248
S1806,3884,18.743700184829972
S1807,2679,19.90615542995052
S1808,3884,21.260314402019183
S1809,3884,17.25726669359834
S1810,2679,18.60665065639938
S1811,3884,18.0251508171881
S1812,3884,16.732438437520248
S1813,2679,18.26575059819452
S1814,2679,17.70400588001985
S1815,3884,18.977175095358422
S1816,3884,16.962408678952855
S1817,2679,18.60665065639983
S1818,2679,18.699297953186143
S1819,3884,20.40896430124429
S1820,3884,17.32502668954576
S1821,3884,19.158853763163552
S1822,2679,16.922869471621926
S1823,3883,17.624175964144882
S1824,2679,17.86874810102348
S1825,2679,16.73717528453419
S1826,3883,16.85080050593561
S1827,3883,18.139846820062534
S1828,2679,15.706312463179728
S1829,2679,17.929529389090657
S1830,2679,19.31025568607894
S1831,2679,19.18309783895926
S1832,2679,19.681680230569143
S1833,2679,18.617883093204494
S1834,2679,17.01020672911617
S1835,2679,17.397966407646887
S1836,2679,18.83613606252095
S1837,2679,16.952243581007405
S1838,2679,17.219640164788192
S1839,2679,16.897768125226047
S1840,2679,18.630133514645014
S1841,3915,1.5071868276163836
S1842,3915,1.4758377668571854
S1843,4115,6.772908137654441
S1844,4115,4.789989161336749
S1845,4115,6.740521834209566
S1846,4115,4.877082801327885
S1847,3314,12.0991768182611
S1848,3315,10.94109428553733
S1849,3315,10.87498422495668
S1850,3328,10.438552082014676
S1851,3927,8.34300235794726
S1852,3927,7.409763286174021
S1853,3927,6.4288754420798835
S1854,3927,6.324247597836019
S1855,3927,7.031183009120278
S1856,3943,4.872650538466789
S1857,3943,4.620382358114312
S1858,3943,2.6972767856895756
S1859,3941,0.9578258295561543
S1860,3936,5.459630536932726
S1861,3937,2.8840321555833808
S1862,3952,2.5529017258279536
S1863,3952,3.151369078923373
S1864,4066,3.5135763835010168
S1865,4066,3.4344845784929396
S1866,4066,4.085647260087893
S1867,4066,3.6292850390710982
S1868,4066,4.051020026094173
S1869,4066,3.527075167834462
S1870,4066,3.466821127014639
S1871,4084,8.416149364804214
S1872,4115,12.895967092166016
S1873,4101,3.787428683160046
S1874,4117,3.440240335643387
S1875,4123,2.7141698162611223
S1876,4130,5.212334518475812
S1877,4128,3.787488524838446
S1878,4128,2.7844864166063803
S1879,4133,3.2199445169960232
S1880,4139,3.218034029550457
S1881,4226,9.863771968304846
S1882,4439,8.789089165577346
S1883,4439,9.225791571994682
S1884,4226,11.783363639973315
S1885,4439,11.389003148197514
S1886,4439,9.38255943725521
S1887,4439,9.235315733696163
S1888,4226,10.919524601533501
S1889,4439,11.73893681039483
S1890,4439,11.881475345914264
S1891,4439,9.201633634303866
S1892,4439,12.201397178985788
S1893,4226,6.013469044116921
S1894,4439,8.453360726259733
S1895,4439,12.115579274357486
S1896,4439,11.535194655980733
S1897,4439,11.553119311054509
S1898,4439,10.022672631013666
S1899,4226,6.2597480302173585
S1900,4439,10.116024990139055
S1901,4439,8.355180145897203
