,nearest_demand_id,distance_km
S562,3773,12.600462194753451
S563,3644,12.036157360137656
S564,3644,12.8045905502347
S565,3644,13.549117012294527
S566,3773,14.189171234226485
S567,3644,14.865082262574138
S568,3644,12.767143854467095
S569,3644,12.016846461570978
S570,3644,11.648721286681933
S571,3644,14.336985265271279
S572,3644,13.571636692576272
S573,3644,12.134382926550614
S574,3644,14.381706439204574
S575,3644,13.427542254479043
S576,3644,11.909996506613938
S577,3773,12.926125392870617
S578,3773,8.79942604074308
S579,3773,13.3923494544814
S580,3773,13.261466424785965
S581,3773,13.570330763117129
S582,3781,13.888399902242389
S583,3773,14.02517777505034
S584,3773,10.568192037759998
S585,3773,10.810523519636687
S586,3773,12.085854641025053
S587,3773,13.493531024166668
S588,3644,10.10283326193667
S589,3644,11.623884118803133
S590,3644,11.793352099234689
S591,3644,9.469646850453493
S592,3644,12.236566383318463
S593,3644,8.85115122886787
S594,3646,6.618974435402371
S595,3646,5.293945562745922
S596,3644,9.354926268369375
S597,3644,10.636213052490222
S598,3644,10.107774348156337
S599,3644,8.664764748918918
S600,3644,9.094272637203119
S601,3644,9.862547769171144
S602,3644,11.035020297974011
S603,3644,10.654336539108897
S604,3644,10.763678591431411
S605,3644,10.188118342048787
S606,3644,10.559276587427874
S607,3644,9.625620099473752
S608,3644,9.071469915979357
S609,3644,9.131125259381589
S610,3745,14.032181328809639
S611,3745,13.344878999646191
S612,3773,13.224110372601883
S613,3773,13.430431866362191
S614,3773,13.48455837644999
S615,3745,13.847810887279257
S616,3745,13.417245429104465
S617,3745,14.077588680422778
S618,3745,10.473643787805052
S619,5168,9.503518607155277
S620,5168,8.43486036786684
S621,5168,10.236514062034972
S622,5168,8.269679142265783
S623,5168,10.359290960684142
S624,5168,10.99844788632897
S625,5168,8.810771506787974
S626,5168,9.777942100590801
S627,5168,11.635194350714674
S628,5168,12.494559346448895
S629,5168,11.561989919220428
S630,5168,9.171654906159064
S631,5168,10.96938480930656
S632,5168,11.952341504347975
S633,5168,11.637189561679621
S634,5168,10.9814227775858
S635,5168,9.85188277273343
S636,5168,12.536811055022905
S637,5168,11.460320049607411
S638,5168,9.549651183861817
S639,5168,10.159064838379585
S640,5168,10.235394906924816
S641,5168,12.231307345572793
S642,5168,9.519592403559784
S643,5168,12.769780622028366
S644,4819,12.011364093032523
S645,4819,10.064551851321642
S646,5168,12.048465492967212
S647,4819,12.058440209003702
S648,4819,10.935482462945075
S649,4819,10.710210135582665
S650,4819,11.17368949330697
S651,4819,10.232109949225746
S652,4819,11.013457357285553
S653,4819,9.573422757155214
S654,5168,9.245033863134124
S655,4819,10.638893751444844
S656,4819,10.670850372119666
S657,4819,10.978582585114111
S658,4819,9.436195690980615
S659,5168,11.57577001228534
S660,4819,10.648154561519503
S661,4819,10.2356330927907
S662,4819,12.168919547207084
S663,4819,11.088934308535963
S664,4819,12.666674636070882
S665,5168,11.23933751436249
S666,5168,11.663896381159192
S667,5168,10.48520727471975
S668,5168,11.869257554754801
S669,5168,10.12765781063264
S670,4819,12.088471547713553
S671,5168,11.119391278449124
S672,4819,11.656968687545614
S673,4819,10.907716009991717
S674,4819,9.209480499766483
S675,4819,10.620526973796064
S676,4819,10.015740565197941
S677,4819,9.252135556453185
S678,4819,11.84036383469174
S679,5168,8.893576757168036
S680,4819,9.885297275710975
S681,4819,11.860458536312402
S682,4624,11.93745918412623
S683,4819,8.594271200548146
S684,4819,12.286524250781243
S685,4819,8.830753855653557
S686,4819,11.452162901071713
S687,4819,10.84717697144732
S688,4819,12.625157106200582
S689,4819,8.424176767737682
S690,5168,13.672599940666913
S691,5168,13.664615007603505
S692,5168,12.885963293770608
S693,4967,5.5827681236145015
S694,4967,5.1961664737252935
S695,4967,13.154477348801986
S696,4967,6.486739159232772
S697,4967,5.912683258138921
S698,5168,14.036124287628555
S699,4967,10.902319279502295
S700,4967,9.071046858740191
S701,4967,10.80614441619722
S702,5168,13.146043042703873
S703,5168,13.296481143755232
S704,3179,24.118862578125633
S705,3179,22.481588824610963
S706,3179,22.365020169002587
S707,3179,23.128229334235407
S708,3179,22.234338009460494
S709,3179,21.246038411710995
S710,3179,21.632199739317265
S711,3179,21.98632575808095
S712,3179,22.737195373200343
S713,3179,22.451070249259985
S714,3179,22.877579438906093
S715,3179,25.25377232471723
S716,3179,22.564623617781002
S717,3179,23.088361755121575
S718,3179,22.582118474118346
S719,3179,23.354479000660554
S720,3179,22.587176875906952
S721,3179,21.487867579235147
S722,3179,22.46459293425988
S723,3179,21.520833503512257
S724,3179,22.740200037043024
S725,3179,22.317604432344194
S726,3179,22.86555621320824
S727,3179,21.256683428933655
S728,3179,22.89618725802845
S729,3179,21.72349329100621
S730,3179,22.211187638137197
S731,3179,21.96430622929495
S732,3179,21.406627940366246
S733,3179,21.666692946616983
S734,3179,21.897255813267268
S735,3179,21.964887233478887
S736,3179,22.481588824610963
S737,3179,21.658156293881124
S738,3179,21.52348949689488
S739,3179,21.711662692892123
S740,3179,21.108899622704968
S741,3179,21.650884191006263
S742,3179,21.869880960827743
S743,3179,21.163680298591647
S744,3179,21.34253970015193
S745,3179,21.72572361629122
S746,3179,21.98674760912424
S747,3179,21.807203923844227
S748,3179,22.04254232798282
S749,3179,21.797104264547983
S750,3179,21.782433553081567
S751,3179,25.130087891214835
S752,3179,25.35778937057897
S753,3179,25.7682390500869
S754,3179,25.323858017889368
S755,3179,24.9340874683401
S756,3179,25.27677287571718
S757,3179,24.881699633258634
S758,3179,25.89245056872719
S759,3179,28.382342440817816
S760,3179,25.180745584486015
S761,3179,25.37761787750361
S762,3179,17.92553750697452
S763,3179,19.649079653408137
S764,3179,17.746004981328248
S765,3179,17.96270729598691
S766,3179,18.04409896806044
S767,3179,19.17560063970537
S768,3177,17.60080562095953
S769,3179,18.79945612353734
S770,3179,18.31302943728815
S771,3177,19.83759093571418
S772,3179,18.79521126322561
S773,3179,21.008222982549718
S774,3177,19.883244325577422
S775,3179,20.57777627309706
S776,3177,19.956893169300013
S777,3179,18.889838843588787
S778,3179,17.4037195588566
S779,3179,18.922199260794244
S780,3179,20.71920403282547
S781,3177,19.469153996453507
S782,3177,19.714501152143214
S783,3179,18.281708727514797
S784,3179,19.036478137380048
S785,3179,20.82543184216028
S786,3177,19.710404820131473
S787,3177,20.641178022574202
S788,3179,18.256220771529865
S789,3179,18.087748100826214
S790,3179,17.931248723851425
S791,3179,17.343784758761842
S792,3177,19.912714738249207
S793,3177,19.24670864218391
S794,3177,18.43596132497365
S795,3177,17.896297064781297
S796,3177,16.316504306627973
S797,3177,17.109439490945096
S798,3177,18.72576805028798
S799,3177,18.73731350496228
S800,3177,16.724560857102595
S801,3177,17.42798775851972
S802,3177,18.36176721313453
S803,3177,17.04874335877098
S804,3177,16.92528249382547
S805,3177,18.636831559145232
S806,3177,16.01755556675757
S807,3177,17.311778476936535
S808,3177,18.906432244824668
S809,3177,18.524482900960415
S810,3177,16.196913569357307
S811,3177,17.035965485984608
S812,3177,18.289977125969745
S813,3177,19.364717489865733
S814,3177,18.614210841120673
S815,3177,17.99438351669671
S816,3177,18.83899022334612
S817,3177,18.314441279477556
S818,3177,17.49848691469811
S819,3177,18.722735611935967
S820,3177,17.431757500146134
S821,3177,17.75960649991256
S822,3177,20.16795681767913
S823,3177,19.851461663790392
S824,3179,23.51428576297035
S825,3179,23.48441727766173
S826,3179,23.459279247278026
S827,3177,26.41581076213985
S828,3177,26.48230797884113
S829,3177,25.59497603422828
S830,3177,25.802564864515013
S831,3177,25.86420462738662
S832,3179,25.87028973011196
S833,3179,21.735838790111732
S834,3179,24.572006641796687
S835,3179,26.828618067680324
S836,3179,23.346714867200483
S837,3177,26.26692117328872
S838,3177,24.430260767293987
S839,3179,26.605885291196742
S840,3179,22.416153873368437
S841,3177,23.768786189633566
S842,3179,23.009963593772333
S843,3179,23.052373932718666
S844,3179,26.971120322410556
S845,3177,24.466417259982286
S846,3179,21.58962228711977
S847,3179,26.96844199688287
S848,3179,24.910355230623658
S849,3179,24.159579316812923
S850,3177,24.910250563218455
S851,3179,21.51287134193501
S852,3179,21.512868799095088
S853,3179,23.761555371261196
S854,3179,23.13128373140476
S855,3177,13.227160122107115
S856,3177,11.632095100336928
S857,3177,9.846505156926517
S858,3177,10.49568078943319
S859,3177,10.983087116842526
S860,3177,10.62015916691289
S861,3179,12.667712344425071
S862,3177,14.206790961241767
S863,3177,10.951073660933982
S864,3177,12.80860121283795
S865,3177,14.8013968233586
S866,3179,12.694057308633951
S867,3179,12.581192737508315
S868,3179,12.694660828550303
S869,3177,14.159552859378122
S870,3177,9.732049298357351
S871,3177,12.689546311788991
S872,3179,12.782809388009158
S873,3177,20.609439087797057
S874,3177,23.850935996934695
S875,3177,23.695484317199597
S876,3177,25.782276226859615
S877,3177,22.7424509305995
S878,3177,27.186245724196542
S879,3177,24.56502702654083
S880,3177,20.788593236159855
S881,3177,24.515987419500213
S882,3177,24.221966345933026
S883,3177,26.818817504037472
S884,3177,19.999612734905728
S885,3177,26.125439403344643
S886,3177,21.618884954683754
S887,3177,24.040460346568754
S888,3177,21.53312250176208
S889,3177,21.067598107795344
S890,3177,24.12720983012268
S891,3177,20.88183835624408
S892,3177,26.56198013590793
S893,3177,21.083848786543356
S894,3177,26.989808197247402
S895,3177,21.55199377934856
S896,3177,24.052990573564593
S897,3177,21.488030929823214
S898,3179,21.629808095700465
S899,3179,20.89841028916496
S900,3179,21.38583932276666
S901,3179,23.103731683713153
S902,3179,22.577648618052482
S903,3179,22.450766670994852
S904,3179,22.051493197918408
S905,3242,24.546918117917475
S906,3179,21.189696372756938
S907,3179,24.850795386417325
S908,3179,22.987418484690604
S909,3179,21.6476678054569
S910,3179,22.86677171816098
S911,3179,23.79879486546171
S912,3242,25.47641579139018
S913,3242,25.358922179313208
S914,3179,22.909169457627794
S915,3179,22.148308039708805
S916,3179,21.247528172620722
S917,3179,21.24484440822144
S918,3179,22.68264259155768
S919,3242,25.551003296485057
S920,3177,18.749322158544924
S921,3177,17.526397150606964
S922,3177,17.311797655998916
S923,3177,16.58069368130893
S924,3177,17.61695106188298
S925,3177,15.986476840013976
S926,3177,17.51417628149485
S927,3177,15.267451993017067
S928,3177,18.70156772429478
S929,3177,15.08647258208981
S930,3177,16.10362365153969
S931,3177,15.274265111169184
S932,3177,15.449200073325347
S933,3177,15.053353360139667
S934,3177,15.564390610972774
S935,3177,15.432231994006674
S936,3177,16.964915217006926
S937,3177,19.36399192446928
S938,3177,17.683468011398407
S939,3177,18.391246403443105
S940,3177,20.13211736767055
S941,3177,19.63044831705616
S942,3177,19.52617291826882
S943,3177,19.9237768124985
S944,3177,17.880492099869922
S945,3177,20.935211439898463
S946,3177,21.355014784772855
S947,3177,20.529740424621455
S948,3177,20.44923814616474
S949,3177,19.92279718806914
S950,3177,19.537710758114862
S951,3177,19.44984038940808
S952,3177,20.532437091904722
S953,3177,18.068325639355532
S954,3177,20.100014399438226
S955,3177,19.213689176446945
S956,3177,19.856141028019774
S957,3177,18.816369803422578
S958,3177,20.217961611575785
S959,3177,18.027179295235015
S960,3177,23.1060720257765
S961,3177,22.956682344509602
S962,3177,21.00627113232753
S963,3177,23.39030550407218
S964,3177,23.200244873471995
S965,3177,24.4837190226789
S966,3177,23.082944262817627
S967,3177,21.318362861475265
S968,3177,22.89974190630594
S969,3179,19.08005067514495
S970,3179,15.496926126170868
S971,3179,15.496755992214553
S972,3179,15.49658865297574
S973,3179,15.496424108539662
S974,3179,15.496262359004051
S975,3179,15.496103208385376
S976,3179,15.495946763652965
S977,3179,15.495792959556018
S978,3179,15.495642209227652
S979,3179,15.495494212809824
S980,3179,15.49534923463918
S981,3179,15.495207051939602
S982,3179,15.495067664799418
S983,3179,15.494931073281677
S984,3179,15.494797277461455
S985,3179,15.49466605508245
S986,3179,15.494537411487645
S987,3179,15.49441182304178
S988,3179,15.494288951710013
S989,3179,15.494168913545646
S990,3179,15.493937669855915
S991,3179,15.493611750838275
